EX	EM	
nm	nm	
		Z of Processed Data: IN
600	250	-19.2532044454917
600	252	-18.6084616056579
600	254	-10.5496109666299
600	256	-11.5017143933873
600	258	7.18816473175984
600	260	14.737723097693
600	262	1.77538265689621
600	264	-8.38802732951786
600	266	18.1559465343257
600	268	-21.013576029878
600	270	13.4175326977849
600	272	-2.46546599912754
600	274	10.0242750406919
600	276	-20.3844873226992
600	278	19.6118692252685
600	280	34.3085014172641
600	282	-2.02764600329557
600	284	7.98399746303272
600	286	24.9601477829043
600	288	11.0706894606372
600	290	14.820506755535
600	292	-10.0904294658486
600	294	42.5305102734634
600	296	20.9222362313586
600	298	-12.0289216664725
600	300	-6.53265155715268
600	302	3.09417421039243
600	304	3.44303426193583
600	306	-10.0434149959042
600	308	5.2759335512295
600	310	0.924589621948454
600	312	24.4369936561163
600	314	-3.09283699636436
600	316	5.94629602683335
600	318	-2.7900954547663
600	320	18.9334822693952
600	322	6.97243888322838
600	324	-10.1547423689182
600	326	-13.7454869700952
600	328	-16.5012181148856
600	330	40.946913804946
600	332	-48.0876351014052
600	334	-7.33076682258334
600	336	35.242405659777
600	338	8.99537475314143
600	340	33.1028108034148
600	342	0.475805655649882
600	344	-5.89069370267098
600	346	17.2420409556837
600	348	-36.3265491399903
600	350	-21.5970903522647
600	352	2.70256933196459
600	354	-13.0248423918492
600	356	7.15188812113622
600	358	1.04654284307565
600	360	22.1625202117729
600	362	-18.705725504314
600	364	13.5402109490545
600	366	5.40565637452427
600	368	6.12125426530457
600	370	16.7561387066777
600	372	34.5072684654316
600	374	33.4214055831373
600	376	-15.4331615519987
600	378	-10.8548222644118
600	380	0.358503922522881
600	382	-2.87828623412398
600	384	-0.586355662711941
600	386	-7.25973166487269
600	388	14.4452091195351
600	390	19.2967024567392
600	392	0.160710021442684
600	394	7.89239650812199
600	396	-6.55962584576345
600	398	-2.54309217563957
600	400	11.5418472132614
600	402	8.13621691270286
600	404	-3.33518813583031
600	406	4.32834822655006
600	408	5.53726678216815
600	410	-2.26736259372345
600	412	-4.92028385351998
600	414	-2.99472070269805
600	416	-17.0209995670875
600	418	-29.5394713736473
600	420	-8.19037508560706
600	422	-0.855348664864497
600	424	3.33673214843757
